"ChEMBL ID"	"Name"	"UniProt Accessions"	"Type"	"Organism"	"Compounds"	"Activities"	"Tax ID"	"Species Group Flag"
"CHEMBL4748221"	"VHL/Insulin-like growth factor 1 receptor"	"P08069|P40337"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4296121"	"Baculoviral IAP repeat-containing protein 3/Huntingtin"	"Q13489|P42858"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"3"	"23"	"9606"	"False"
"CHEMBL4106157"	"GABA-A receptor alpha-4/beta-3/delta"	"P28472|P48169|Q06278"	"PROTEIN COMPLEX"	"Homo sapiens"	"21"	"21"	"9606"	"False"
"CHEMBL3178"	"Protein-tyrosine sulfotransferase 2"	"O60704"	"SINGLE PROTEIN"	"Homo sapiens"	"20"	"23"	"9606"	"False"
"CHEMBL4523656"	"NEDD8/NEDD8-conjugating enzyme Ubc12"	"P61081|Q15843"	"PROTEIN COMPLEX"	"Homo sapiens"	"1"	"2"	"9606"	"False"
"CHEMBL4680023"	"Fatty acid CoA ligase Acsl3"	"O95573"	"SINGLE PROTEIN"	"Homo sapiens"	"10"	"10"	"9606"	"False"
"CHEMBL4105889"	"Exosome RNA helicase MTR4"	"P42285"	"SINGLE PROTEIN"	"Homo sapiens"	"243"	"243"	"9606"	"False"
"CHEMBL2320"	"cAMP-dependent protein kinase type I-beta regulatory subunit"	"P31321"	"SINGLE PROTEIN"	"Homo sapiens"	"13"	"13"	"9606"	"False"
"CHEMBL4295978"	"N-acetyl-D-glucosamine kinase"	"Q9UJ70"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"2"	"9606"	"False"
"CHEMBL2111357"	"Calpain 1"	"P04632|P07384"	"PROTEIN COMPLEX"	"Homo sapiens"	"175"	"176"	"9606"	"False"
"CHEMBL4105954"	"Histone-lysine N-methyltransferase SETD1A"	"O15047"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4105731"	"Serine/threonine-protein phosphatase 6 catalytic subunit"	"O00743"	"SINGLE PROTEIN"	"Homo sapiens"	"5"	"5"	"9606"	"False"
"CHEMBL4295664"	"Tolloid-like protein 1"	"O43897"	"SINGLE PROTEIN"	"Homo sapiens"	"397"	"400"	"9606"	"False"
"CHEMBL4879435"	"Proteasome subunit beta type-4"	"P28070"	"SINGLE PROTEIN"	"Homo sapiens"	"8"	"8"	"9606"	"False"
"CHEMBL4888452"	"MAP2K3/Myc proto-oncogene protein"	"P46734|P01106"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"5"	"25"	"9606"	"False"
"CHEMBL2375207"	"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase"	"P26572"	"SINGLE PROTEIN"	"Homo sapiens"	"12"	"13"	"9606"	"False"
"CHEMBL3885630"	"Ras and Rab interactor 1/Tyrosine-protein kinase ABL1"	"P00519|Q13671"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"229"	"230"	"9606"	"False"
"CHEMBL4879528"	"Cereblon/Protein-tyrosine phosphatase 2C"	"Q06124|Q96SW2"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"15"	"33"	"9606"	"False"
"CHEMBL3721311"	"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 4"	"Q16877"	"SINGLE PROTEIN"	"Homo sapiens"	"19"	"37"	"9606"	"False"
"CHEMBL3708197"	"Cytosolic purine 5'-nucleotidase"	"P49902"	"SINGLE PROTEIN"	"Homo sapiens"	"44"	"72"	"9606"	"False"
"CHEMBL3627582"	"Testis-specific serine/threonine-protein kinase 6"	"Q9BXA6"	"SINGLE PROTEIN"	"Homo sapiens"	"15"	"17"	"9606"	"False"
"CHEMBL2442"	"Kallikrein 2"	"P20151"	"SINGLE PROTEIN"	"Homo sapiens"	"21"	"35"	"9606"	"False"
"CHEMBL5030"	"ADAM12"	"O43184"	"SINGLE PROTEIN"	"Homo sapiens"	"7"	"7"	"9606"	"False"
"CHEMBL4295779"	"Aldehyde dehydrogenase family 3 member A2"	"P51648"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"3"	"9606"	"False"
"CHEMBL4742326"	"Cereblon/IRAK3"	"Q9Y616|Q96SW2"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"11"	"34"	"9606"	"False"
"CHEMBL4630865"	"Ubiquitin carboxyl-terminal hydrolase 16"	"Q9Y5T5"	"SINGLE PROTEIN"	"Homo sapiens"	"8"	"9"	"9606"	"False"
"CHEMBL4742286"	"Cereblon/MAP2K1/MAP2K2"	"P36507|Q02750|Q96SW2"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"13"	"13"	"9606"	"False"
"CHEMBL6195"	"Ubiquitin carboxyl-terminal hydrolase isozyme L3"	"P15374"	"SINGLE PROTEIN"	"Homo sapiens"	"50"	"60"	"9606"	"False"
"CHEMBL4295684"	"Adenylyltransferase and sulfurtransferase MOCS3"	"O95396"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"2"	"9606"	"False"
"CHEMBL4105855"	"Choline-phosphate cytidylyltransferase A"	"P49585"	"SINGLE PROTEIN"	"Homo sapiens"	"113"	"113"	"9606"	"False"
"CHEMBL4105952"	"Eukaryotic initiation factor 4A-II"	"Q14240"	"SINGLE PROTEIN"	"Homo sapiens"	"9"	"9"	"9606"	"False"
"CHEMBL4882"	"Pyruvate dehydrogenase E1 component beta subunit"	"P11177"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"2"	"9606"	"False"
"CHEMBL2069159"	"Extracellular superoxide dismutase [Cu-Zn]"	"P08294"	"SINGLE PROTEIN"	"Homo sapiens"	"14"	"18"	"9606"	"False"
"CHEMBL4523633"	"CDK2/Cyclin-E2"	"P24941|O96020"	"PROTEIN COMPLEX"	"Homo sapiens"	"5"	"5"	"9606"	"False"
"CHEMBL4523504"	"Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase"	"Q9Y223"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL1741215"	"Sentrin-specific protease 6"	"Q9GZR1"	"SINGLE PROTEIN"	"Homo sapiens"	"993"	"1074"	"9606"	"False"
"CHEMBL4739701"	"E3 ubiquitin-protein ligase ZFP91"	"Q96JP5"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL4630831"	"OTU domain-containing protein 3"	"Q5T2D3"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"3"	"9606"	"False"
"CHEMBL3277"	"Uracil-DNA glycosylase"	"P13051"	"SINGLE PROTEIN"	"Homo sapiens"	"27"	"29"	"9606"	"False"
"CHEMBL5843"	"UDP-glucose 4-epimerase"	"Q14376"	"SINGLE PROTEIN"	"Homo sapiens"	"7"	"7"	"9606"	"False"
"CHEMBL4295655"	"Phosphoribosylformylglycinamidine synthase"	"O15067"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL5291693"	"VHL/NTMT2"	"P40337|Q5VVY1"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"1"	"2"	"9606"	"False"
"CHEMBL3124731"	"Presequence protease, mitochondrial"	"Q5JRX3"	"SINGLE PROTEIN"	"Homo sapiens"	"4"	"31"	"9606"	"False"
"CHEMBL6182"	"NADP-dependent malic enzyme, mitochondrial"	"Q16798"	"SINGLE PROTEIN"	"Homo sapiens"	"52"	"80"	"9606"	"False"
"CHEMBL2926"	"Fucosyltransferase 10"	"Q6P4F1"	"SINGLE PROTEIN"	"Homo sapiens"	"22"	"23"	"9606"	"False"
"CHEMBL5291597"	"Ubiquitin carboxyl-terminal hydrolase 22"	"Q9UPT9"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"3"	"9606"	"False"
"CHEMBL4680030"	"Aspartyl/asparaginyl beta-hydroxylase"	"Q12797"	"SINGLE PROTEIN"	"Homo sapiens"	"36"	"86"	"9606"	"False"
"CHEMBL4955"	"Tryptase gamma"	"Q9NRR2"	"SINGLE PROTEIN"	"Homo sapiens"	"14"	"18"	"9606"	"False"
"CHEMBL4296119"	"Baculoviral IAP repeat-containing protein 2/BCR/ABL"	"P00519|P11274|Q13490"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"7"	"34"	"9606"	"False"
"CHEMBL2346486"	"Nicotinamide N-methyltransferase"	"P40261"	"SINGLE PROTEIN"	"Homo sapiens"	"360"	"593"	"9606"	"False"
"CHEMBL5305042"	"17-beta-hydroxysteroid dehydrogenase 13"	"Q7Z5P4"	"SINGLE PROTEIN"	"Homo sapiens"	"244"	"299"	"9606"	"False"
"CHEMBL2254"	"Peroxisomal sarcosine oxidase"	"Q9P0Z9"	"SINGLE PROTEIN"	"Homo sapiens"	"4"	"13"	"9606"	"False"
"CHEMBL1795148"	"Arginase-2, mitochondrial"	"P78540"	"SINGLE PROTEIN"	"Homo sapiens"	"9138"	"9290"	"9606"	"False"
"CHEMBL2075"	"Cyclophilin B"	"P23284"	"SINGLE PROTEIN"	"Homo sapiens"	"44"	"53"	"9606"	"False"
"CHEMBL2189153"	"Thioredoxin, mitochondrial"	"Q99757"	"SINGLE PROTEIN"	"Homo sapiens"	"8"	"16"	"9606"	"False"
"CHEMBL4526"	"Ephrin type-A receptor 6"	"Q9UF33"	"SINGLE PROTEIN"	"Homo sapiens"	"311"	"394"	"9606"	"False"
"CHEMBL1163117"	"Cyclin-dependent kinase-like 3"	"Q8IVW4"	"SINGLE PROTEIN"	"Homo sapiens"	"252"	"274"	"9606"	"False"
"CHEMBL3087"	"Trehalase"	"O43280"	"SINGLE PROTEIN"	"Homo sapiens"	"5"	"5"	"9606"	"False"
"CHEMBL2200"	"Matrix metalloproteinase 16"	"P51512"	"SINGLE PROTEIN"	"Homo sapiens"	"75"	"81"	"9606"	"False"
"CHEMBL5169180"	"Hexosaminidase D"	"Q8WVB3"	"SINGLE PROTEIN"	"Homo sapiens"	"11"	"11"	"9606"	"False"
"CHEMBL4460"	"Serine racemase"	"Q9GZT4"	"SINGLE PROTEIN"	"Homo sapiens"	"178"	"249"	"9606"	"False"
"CHEMBL5922"	"Multifunctional protein ADE2"	"P22234"	"SINGLE PROTEIN"	"Homo sapiens"	"310"	"310"	"9606"	"False"
"CHEMBL4437"	"PI3-kinase p85-beta subunit"	"O00459"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"3"	"9606"	"False"
"CHEMBL3616361"	"CCR4-NOT transcription complex subunit 7"	"Q9UIV1"	"SINGLE PROTEIN"	"Homo sapiens"	"32"	"32"	"9606"	"False"
"CHEMBL4804255"	"FGFR4-KLB"	"P22455|Q86Z14"	"PROTEIN COMPLEX"	"Homo sapiens"	""	""	"9606"	"False"
"CHEMBL5433"	"Tryptophan 5-hydroxylase 2"	"Q8IWU9"	"SINGLE PROTEIN"	"Homo sapiens"	"114"	"116"	"9606"	"False"
"CHEMBL1743296"	"Sulfotransferase 1C4"	"O75897"	"SINGLE PROTEIN"	"Homo sapiens"	"8"	"8"	"9606"	"False"
"CHEMBL5465206"	"Cereblon/Carbonic anhydrase II"	"P00918|Q96SW2"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"3"	"19"	"9606"	"False"
"CHEMBL4105837"	"Histone-lysine N-methyltransferase SETD1B"	"Q9UPS6"	"SINGLE PROTEIN"	"Homo sapiens"	"7"	"8"	"9606"	"False"
"CHEMBL5465244"	"VHL/Tyrosine-protein kinase receptor UFO"	"P30530|P40337"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"6"	"6"	"9606"	"False"
"CHEMBL5169167"	"Lysocardiolipin acyltransferase 1"	"Q6UWP7"	"SINGLE PROTEIN"	"Homo sapiens"	"5"	"5"	"9606"	"False"
"CHEMBL4680033"	"Terminal nucleotidyltransferase 4A"	"Q5XG87"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"3"	"9606"	"False"
"CHEMBL4105713"	"ADP-sugar pyrophosphatase"	"Q9UKK9"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL3301386"	"CDK6/cyclin D2"	"Q00534|P30279"	"PROTEIN COMPLEX"	"Homo sapiens"	"4"	"6"	"9606"	"False"
"CHEMBL5465391"	"ALK-TPM1"	"Q9UM73|P09493"	"CHIMERIC PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL5465346"	"E3 ubiquitin-protein ligase RNF5"	"Q99942"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"3"	"9606"	"False"
"CHEMBL3285"	"Alcohol dehydrogenase gamma chain"	"P00326"	"SINGLE PROTEIN"	"Homo sapiens"	"23"	"23"	"9606"	"False"
"CHEMBL4105832"	"Eukaryotic initiation factor 4A-III"	"P38919"	"SINGLE PROTEIN"	"Homo sapiens"	"80"	"131"	"9606"	"False"
"CHEMBL2189124"	"Arylsulfatase G"	"Q96EG1"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"2"	"9606"	"False"
"CHEMBL3407327"	"Pantothenate kinase 2, mitochondrial"	"Q9BZ23"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL2616"	"Acetyl-CoA acetyltransferase, mitochondrial"	"P24752"	"SINGLE PROTEIN"	"Homo sapiens"	"18"	"22"	"9606"	"False"
"CHEMBL2146308"	"Protein disulfide-isomerase A6"	"Q15084"	"SINGLE PROTEIN"	"Homo sapiens"	"19"	"26"	"9606"	"False"
"CHEMBL2396511"	"Dual specificity protein phosphatase 10"	"Q9Y6W6"	"SINGLE PROTEIN"	"Homo sapiens"	"33"	"55"	"9606"	"False"
"CHEMBL5915"	"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA"	"P33908"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL5169088"	"CRBN/MAP4K1"	"Q92918|Q96SW2"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"2"	"6"	"9606"	"False"
"CHEMBL3885539"	"Casein kinase I isoform alpha/subunit beta"	"P67870|P48729"	"PROTEIN COMPLEX"	"Homo sapiens"	"18"	"18"	"9606"	"False"
"CHEMBL1851"	"Cytochrome P450 7A1"	"P22680"	"SINGLE PROTEIN"	"Homo sapiens"	"7"	"7"	"9606"	"False"
"CHEMBL4667"	"Group III secretory phopholipase A2"	"Q9NZ20"	"SINGLE PROTEIN"	"Homo sapiens"	"22"	"31"	"9606"	"False"
"CHEMBL2169731"	"NADPH--cytochrome P450 reductase"	"P16435"	"SINGLE PROTEIN"	"Homo sapiens"	"63"	"112"	"9606"	"False"
"CHEMBL3713095"	"Galactocerebrosidase"	"P54803"	"SINGLE PROTEIN"	"Homo sapiens"	"1984"	"1984"	"9606"	"False"
"CHEMBL3885629"	"RAC-alpha serine/threonine-protein kinase/Ribosomal protein S6 kinase beta-1"	"P23443|P31749"	"PROTEIN FAMILY"	"Homo sapiens"	"1"	"2"	"9606"	"False"
"CHEMBL3509604"	"Methionine-R-sulfoxide reductase B3"	"Q8IXL7"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4680050"	"Sphingosine kinase 1/2"	"Q9NRA0|Q9NYA1"	"PROTEIN FAMILY"	"Homo sapiens"	"11"	"28"	"9606"	"False"
"CHEMBL4742275"	"Cereblon/JAK1"	"P23458|Q96SW2"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"3"	"5"	"9606"	"False"
"CHEMBL3885549"	"Cyclin-T1/Cyclin-dependent-like kinase 5"	"Q00535|O60563"	"PROTEIN COMPLEX"	"Homo sapiens"	"5"	"5"	"9606"	"False"
"CHEMBL3232685"	"E3 SUMO-protein ligase CBX4"	"O00257"	"SINGLE PROTEIN"	"Homo sapiens"	"67"	"69"	"9606"	"False"
"CHEMBL6117"	"Tyrosine-protein phosphatase non-receptor type 9"	"P43378"	"SINGLE PROTEIN"	"Homo sapiens"	"95"	"97"	"9606"	"False"
"CHEMBL4296016"	"Nucleolar RNA helicase 2"	"Q9NR30"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL2169732"	"Hydroxyacid oxidase 2"	"Q9NYQ3"	"SINGLE PROTEIN"	"Homo sapiens"	"54"	"107"	"9606"	"False"
"CHEMBL4523987"	"Chymotrypsin"	"Q99895|P17538|P40313|Q6GPI1"	"PROTEIN FAMILY"	"Homo sapiens"	"146"	"170"	"9606"	"False"
"CHEMBL3031"	"Kallikrein 11"	"Q9UBX7"	"SINGLE PROTEIN"	"Homo sapiens"	"7"	"7"	"9606"	"False"
"CHEMBL4879501"	"5'-3' exonuclease PLD4"	"Q96BZ4"	"SINGLE PROTEIN"	"Homo sapiens"	"7"	"21"	"9606"	"False"
"CHEMBL3308"	"Caspase-6"	"P55212"	"SINGLE PROTEIN"	"Homo sapiens"	"1094"	"1290"	"9606"	"False"
"CHEMBL4742277"	"Cereblon/Ubiquitin carboxyl-terminal hydrolase 8"	"P40818|Q96SW2"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL3120041"	"DNA-directed RNA polymerase, mitochondrial"	"O00411"	"SINGLE PROTEIN"	"Homo sapiens"	"45"	"57"	"9606"	"False"
"CHEMBL6113"	"Phosphoethanolamine/phosphocholine phosphatase"	"Q8TCT1"	"SINGLE PROTEIN"	"Homo sapiens"	"72"	"97"	"9606"	"False"
"CHEMBL3707467"	"Peptidyl-prolyl cis-trans isomerase G"	"Q13427"	"SINGLE PROTEIN"	"Homo sapiens"	"10"	"10"	"9606"	"False"
"CHEMBL5272"	"Glycogen debranching enzyme"	"P35573"	"SINGLE PROTEIN"	"Homo sapiens"	"26"	"27"	"9606"	"False"
"CHEMBL4742271"	"Cereblon/PARP1"	"P09874|Q96SW2"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"27"	"187"	"9606"	"False"
"CHEMBL2095174"	"SUMO-activating enzyme"	"Q9UBE0|Q9UBT2"	"PROTEIN COMPLEX"	"Homo sapiens"	"474"	"861"	"9606"	"False"
"CHEMBL2656"	"Creatine kinase M"	"P06732"	"SINGLE PROTEIN"	"Homo sapiens"	"30"	"67"	"9606"	"False"
"CHEMBL4748233"	"VHL/PARP2"	"Q9UGN5|P40337"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"3"	"6"	"9606"	"False"
"CHEMBL4523716"	"Protein cereblon/CDK6/G1/S-specific cyclin-D3"	"P30281|Q00534|Q96SW2"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4873"	"Chymotrypsin-like protease CTRL-1"	"P40313"	"SINGLE PROTEIN"	"Homo sapiens"	"21"	"25"	"9606"	"False"
"CHEMBL4106153"	"CDK2/Bovine cyclin A"	"P24941|P30274"	"PROTEIN COMPLEX"	"Homo sapiens"	"36"	"36"	"9606"	"False"
"CHEMBL5482983"	"JAK2-STAT3"	"O60674|P40763"	"PROTEIN COMPLEX"	"Homo sapiens"	"1"	"4"	"9606"	"False"
"CHEMBL2316"	"Granzyme B"	"P10144"	"SINGLE PROTEIN"	"Homo sapiens"	"45"	"52"	"9606"	"False"
"CHEMBL2154"	"Group IIE secretory phospholipase A2"	"Q9NZK7"	"SINGLE PROTEIN"	"Homo sapiens"	"19"	"20"	"9606"	"False"
"CHEMBL4278"	"Group IIF secretory phospholipase A2"	"Q9BZM2"	"SINGLE PROTEIN"	"Homo sapiens"	"15"	"15"	"9606"	"False"
"CHEMBL5291602"	"NAD-dependent malic enzyme, mitochondrial"	"P23368"	"SINGLE PROTEIN"	"Homo sapiens"	"32"	"32"	"9606"	"False"
"CHEMBL2111469"	"Dipeptidyl peptidase II and dipeptidyl peptidase IV (DPP2 and DPP4)"	"P27487|Q9UHL4"	"SELECTIVITY GROUP"	"Homo sapiens"	"91"	"94"	"9606"	"False"
"CHEMBL4295950"	"Arsenite methyltransferase"	"Q9HBK9"	"SINGLE PROTEIN"	"Homo sapiens"	"13"	"13"	"9606"	"False"
"CHEMBL5046"	"Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1"	"Q6PFW1"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"3"	"9606"	"False"
"CHEMBL1741195"	"Enteropeptidase"	"P98073"	"SINGLE PROTEIN"	"Homo sapiens"	"583"	"795"	"9606"	"False"
"CHEMBL3616362"	"Poly(A)-specific ribonuclease PARN"	"O95453"	"SINGLE PROTEIN"	"Homo sapiens"	"22"	"22"	"9606"	"False"
"CHEMBL4295835"	"Thiosulfate sulfurtransferase"	"Q16762"	"SINGLE PROTEIN"	"Homo sapiens"	"135"	"144"	"9606"	"False"
"CHEMBL4296113"	"PAK 1/CDC42"	"Q13153|P60953"	"PROTEIN COMPLEX"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL2732"	"DNA polymerase gamma subunit 1"	"P54098"	"SINGLE PROTEIN"	"Homo sapiens"	"59"	"71"	"9606"	"False"
"CHEMBL3885637"	"Serine/threonine-protein kinase PAK 1/PAK 2/PAK 3"	"O75914|Q13177|Q13153"	"PROTEIN FAMILY"	"Homo sapiens"	"13"	"13"	"9606"	"False"
"CHEMBL2443"	"Kallikrein 7"	"P49862"	"SINGLE PROTEIN"	"Homo sapiens"	"530"	"657"	"9606"	"False"
"CHEMBL6049"	"Creatine kinase B-type"	"P12277"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL4802034"	"HEC1/NEK2"	"P51955|O14777"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"1"	"2"	"9606"	"False"
"CHEMBL4296001"	"Protein disulfide-isomerase A3"	"P30101"	"SINGLE PROTEIN"	"Homo sapiens"	"21"	"25"	"9606"	"False"
"CHEMBL2270"	"cAMP-dependent protein kinase type II-beta regulatory subunit"	"P31323"	"SINGLE PROTEIN"	"Homo sapiens"	"13"	"13"	"9606"	"False"
"CHEMBL4295868"	"Testis-specific serine/threonine-protein kinase 4"	"Q6SA08"	"SINGLE PROTEIN"	"Homo sapiens"	"18"	"18"	"9606"	"False"
"CHEMBL2271"	"Alpha-L-fucosidase 2"	"Q9BTY2"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"3"	"9606"	"False"
"CHEMBL2052033"	"Protein-tyrosine phosphatase mitochondrial 1"	"Q8WUK0"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL4295869"	"Monofunctional C1-tetrahydrofolate synthase, mitochondrial"	"Q6UB35"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"2"	"9606"	"False"
"CHEMBL3707469"	"Regulator of G-protein signaling 16"	"O15492"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4105776"	"Superoxide dismutase [Mn], mitochondrial"	"P04179"	"SINGLE PROTEIN"	"Homo sapiens"	"6"	"6"	"9606"	"False"
"CHEMBL4523350"	"NAD(+) hydrolase SARM1"	"Q6SZW1"	"SINGLE PROTEIN"	"Homo sapiens"	"47"	"87"	"9606"	"False"
"CHEMBL4105973"	"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial"	"Q9P2R7"	"SINGLE PROTEIN"	"Homo sapiens"	"204"	"204"	"9606"	"False"
"CHEMBL5169164"	"DNA oxidative demethylase ALKBH2"	"Q6NS38"	"SINGLE PROTEIN"	"Homo sapiens"	"18"	"21"	"9606"	"False"
"CHEMBL4295972"	"Glyoxylate reductase/hydroxypyruvate reductase"	"Q9UBQ7"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4105702"	"Ras-related protein Rab-27A"	"P51159"	"SINGLE PROTEIN"	"Homo sapiens"	"222"	"222"	"9606"	"False"
"CHEMBL1275210"	"Stearoyl-CoA desaturase 5"	"Q86SK9"	"SINGLE PROTEIN"	"Homo sapiens"	"22"	"22"	"9606"	"False"
"CHEMBL4055"	"Gamma-glutamylcysteine synthetase"	"P48506"	"SINGLE PROTEIN"	"Homo sapiens"	"5"	"14"	"9606"	"False"
"CHEMBL3510"	"Carbonic anhydrase XIV"	"Q9ULX7"	"SINGLE PROTEIN"	"Homo sapiens"	"915"	"1305"	"9606"	"False"
"CHEMBL2912"	"AMP deaminase 3"	"Q01432"	"SINGLE PROTEIN"	"Homo sapiens"	"47"	"49"	"9606"	"False"
"CHEMBL5291677"	"Cereblon/FGFR1"	"P11362|Q96SW2"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"6"	"8"	"9606"	"False"
"CHEMBL4105774"	"Serine/threonine-protein phosphatase 6 regulatory subunit 1"	"Q9UPN7"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL5449"	"Phospholipase C-beta-3"	"Q01970"	"SINGLE PROTEIN"	"Homo sapiens"	"157"	"157"	"9606"	"False"
"CHEMBL2392"	"DNA polymerase beta"	"P06746"	"SINGLE PROTEIN"	"Homo sapiens"	"23233"	"23659"	"9606"	"False"
"CHEMBL4789"	"Carbonic anhydrase VA"	"P35218"	"SINGLE PROTEIN"	"Homo sapiens"	"811"	"1198"	"9606"	"False"
"CHEMBL2111412"	"Coagulation factor VII and X"	"P00742|P08709"	"SELECTIVITY GROUP"	"Homo sapiens"	"116"	"116"	"9606"	"False"
"CHEMBL4296042"	"Diphosphoinositol polyphosphate phosphohydrolase 3-beta"	"Q96G61"	"SINGLE PROTEIN"	"Homo sapiens"	"5"	"12"	"9606"	"False"
"CHEMBL4105824"	"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial"	"P21912"	"SINGLE PROTEIN"	"Homo sapiens"	"43"	"56"	"9606"	"False"
"CHEMBL3903"	"Beta-mannosidase"	"O00462"	"SINGLE PROTEIN"	"Homo sapiens"	"56"	"62"	"9606"	"False"
"CHEMBL4105705"	"Dynamin-like 120 kDa protein, mitochondrial"	"O60313"	"SINGLE PROTEIN"	"Homo sapiens"	"243"	"243"	"9606"	"False"
"CHEMBL2541"	"Methylenetetrahydrofolate dehydrogenase"	"P11586"	"SINGLE PROTEIN"	"Homo sapiens"	"57"	"68"	"9606"	"False"
"CHEMBL4680042"	"Long-chain-fatty-acid--CoA ligase 6"	"Q9UKU0"	"SINGLE PROTEIN"	"Homo sapiens"	"10"	"10"	"9606"	"False"
"CHEMBL4056"	"Alpha-mannosidase 2A1"	"Q16706"	"SINGLE PROTEIN"	"Homo sapiens"	"30"	"30"	"9606"	"False"
"CHEMBL4284"	"Serine/threonine protein phosphatase 2A, 55 kDa regulatory subunit B, alpha isoform"	"P63151"	"SINGLE PROTEIN"	"Homo sapiens"	"7"	"8"	"9606"	"False"
"CHEMBL3000"	"Elastase 1"	"Q9UNI1"	"SINGLE PROTEIN"	"Homo sapiens"	"34"	"40"	"9606"	"False"
"CHEMBL2849"	"Peptide N-myristoyltransferase 2"	"O60551"	"SINGLE PROTEIN"	"Homo sapiens"	"44"	"44"	"9606"	"False"
"CHEMBL1958"	"3-beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I"	"P14060"	"SINGLE PROTEIN"	"Homo sapiens"	"15"	"15"	"9606"	"False"
"CHEMBL4105972"	"U5 small nuclear ribonucleoprotein 200 kDa helicase"	"O75643"	"SINGLE PROTEIN"	"Homo sapiens"	"292"	"313"	"9606"	"False"
"CHEMBL3236"	"Protein-tyrosine phosphatase G1"	"Q05209"	"SINGLE PROTEIN"	"Homo sapiens"	"126"	"133"	"9606"	"False"
