"ChEMBL ID"	"Name"	"UniProt Accessions"	"Type"	"Organism"	"Compounds"	"Activities"	"Tax ID"	"Species Group Flag"
"CHEMBL4523876"	"Probable G-protein coupled receptor 153"	"Q6NV75"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL1613742"	"Taste receptor type 1 member 3"	"Q7RTX0"	"SINGLE PROTEIN"	"Homo sapiens"	"4"	"10"	"9606"	"False"
"CHEMBL4523900"	"Probable G-protein coupled receptor 152"	"Q8TDT2"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL3974"	"Proteinase-activated receptor 1"	"P25116"	"SINGLE PROTEIN"	"Homo sapiens"	"1280"	"1799"	"9606"	"False"
"CHEMBL3819"	"Lysophosphatidic acid receptor Edg-2"	"Q92633"	"SINGLE PROTEIN"	"Homo sapiens"	"532"	"843"	"9606"	"False"
"CHEMBL1832"	"Calcitonin receptor"	"P30988"	"SINGLE PROTEIN"	"Homo sapiens"	"1041"	"2216"	"9606"	"False"
"CHEMBL2111329"	"Adenosine receptor"	"P30542|P29275|P0DMS8|P29274"	"PROTEIN FAMILY"	"Homo sapiens"	"24"	"26"	"9606"	"False"
"CHEMBL5493"	"Free fatty acid receptor 2"	"O15552"	"SINGLE PROTEIN"	"Homo sapiens"	"354"	"602"	"9606"	"False"
"CHEMBL4523922"	"Probable G-protein coupled receptor 173"	"Q9NS66"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL1854"	"Luteinizing hormone/Choriogonadotropin receptor"	"P22888"	"SINGLE PROTEIN"	"Homo sapiens"	"266"	"373"	"9606"	"False"
"CHEMBL233"	"Mu opioid receptor"	"P35372"	"SINGLE PROTEIN"	"Homo sapiens"	"11024"	"20441"	"9606"	"False"
"CHEMBL225"	"Serotonin 2c (5-HT2c) receptor"	"P28335"	"SINGLE PROTEIN"	"Homo sapiens"	"7165"	"11942"	"9606"	"False"
"CHEMBL3038478"	"Dopamine receptor D2L/neurotensin receptor NTS1"	"P14416|P30989"	"PROTEIN COMPLEX"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL2094268"	"Melatonin receptor"	"P48039|P49286"	"PROTEIN FAMILY"	"Homo sapiens"	"483"	"989"	"9606"	"False"
"CHEMBL5852"	"Pyroglutamylated RFamide peptide receptor"	"Q96P65"	"SINGLE PROTEIN"	"Homo sapiens"	"170"	"276"	"9606"	"False"
"CHEMBL2069161"	"Probable G-protein coupled receptor 142"	"Q7Z601"	"SINGLE PROTEIN"	"Homo sapiens"	"223"	"378"	"9606"	"False"
"CHEMBL219"	"Dopamine D4 receptor"	"P21917"	"SINGLE PROTEIN"	"Homo sapiens"	"5045"	"8416"	"9606"	"False"
"CHEMBL1867"	"Alpha-2a adrenergic receptor"	"P08913"	"SINGLE PROTEIN"	"Homo sapiens"	"4190"	"9766"	"9606"	"False"
"CHEMBL4296308"	"Rhodopsin"	"P08100"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL1946"	"Melatonin receptor 1B"	"P49286"	"SINGLE PROTEIN"	"Homo sapiens"	"1202"	"2238"	"9606"	"False"
"CHEMBL3230"	"Sphingosine 1-phosphate receptor Edg-6"	"O95977"	"SINGLE PROTEIN"	"Homo sapiens"	"815"	"1045"	"9606"	"False"
"CHEMBL3764"	"Urotensin II receptor"	"Q9UKP6"	"SINGLE PROTEIN"	"Homo sapiens"	"740"	"1389"	"9606"	"False"
"CHEMBL255"	"Adenosine A2b receptor"	"P29275"	"SINGLE PROTEIN"	"Homo sapiens"	"5613"	"7822"	"9606"	"False"
"CHEMBL4315"	"Purinergic receptor P2Y1"	"P47900"	"SINGLE PROTEIN"	"Homo sapiens"	"836"	"1338"	"9606"	"False"
"CHEMBL253"	"Cannabinoid CB2 receptor"	"P34972"	"SINGLE PROTEIN"	"Homo sapiens"	"9744"	"17251"	"9606"	"False"
"CHEMBL2096909"	"Interleukin-8 receptors, CXCR1/CXCR2"	"P25025|P25024"	"PROTEIN FAMILY"	"Homo sapiens"	"241"	"285"	"9606"	"False"
"CHEMBL4018"	"Neuropeptide Y receptor type 2"	"P49146"	"SINGLE PROTEIN"	"Homo sapiens"	"2233"	"3775"	"9606"	"False"
"CHEMBL1628481"	"Apelin receptor"	"P35414"	"SINGLE PROTEIN"	"Homo sapiens"	"1153"	"3341"	"9606"	"False"
"CHEMBL344"	"Melanin-concentrating hormone receptor 1"	"Q99705"	"SINGLE PROTEIN"	"Homo sapiens"	"4063"	"5587"	"9606"	"False"
"CHEMBL3426"	"Serotonin 5a (5-HT5a) receptor"	"P47898"	"SINGLE PROTEIN"	"Homo sapiens"	"1459"	"1655"	"9606"	"False"
"CHEMBL4608"	"Melanocortin receptor 5"	"P33032"	"SINGLE PROTEIN"	"Homo sapiens"	"2373"	"4352"	"9606"	"False"
"CHEMBL2095213"	"Adenosine receptors; A2a & A3"	"P0DMS8|P29274"	"SELECTIVITY GROUP"	"Homo sapiens"	"302"	"373"	"9606"	"False"
"CHEMBL3636"	"Neuromedin B receptor"	"P28336"	"SINGLE PROTEIN"	"Homo sapiens"	"215"	"238"	"9606"	"False"
"CHEMBL3714046"	"Trace amine-associated receptor 5"	"O14804"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL5963"	"Proteinase-activated receptor 2"	"P55085"	"SINGLE PROTEIN"	"Homo sapiens"	"341"	"707"	"9606"	"False"
"CHEMBL4792"	"Orexin receptor 2"	"O43614"	"SINGLE PROTEIN"	"Homo sapiens"	"4496"	"6005"	"9606"	"False"
"CHEMBL1785"	"Endothelin receptor ET-B"	"P24530"	"SINGLE PROTEIN"	"Homo sapiens"	"1738"	"1952"	"9606"	"False"
"CHEMBL1941"	"Histamine H2 receptor"	"P25021"	"SINGLE PROTEIN"	"Homo sapiens"	"3163"	"5607"	"9606"	"False"
"CHEMBL2094109"	"Muscarinic acetylcholine receptor"	"P20309|P08173|P11229|P08172|P08912"	"PROTEIN FAMILY"	"Homo sapiens"	"593"	"1128"	"9606"	"False"
"CHEMBL2373"	"C5a anaphylatoxin chemotactic receptor"	"P21730"	"SINGLE PROTEIN"	"Homo sapiens"	"1188"	"2689"	"9606"	"False"
"CHEMBL1833"	"Serotonin 2b (5-HT2b) receptor"	"P41595"	"SINGLE PROTEIN"	"Homo sapiens"	"5395"	"10739"	"9606"	"False"
"CHEMBL2274"	"Sphingosine 1-phosphate receptor Edg-8"	"Q9H228"	"SINGLE PROTEIN"	"Homo sapiens"	"601"	"821"	"9606"	"False"
"CHEMBL2107838"	"Calcitonin-gene-related peptide receptor, CALCRL/RAMP1"	"O60894|Q16602"	"PROTEIN COMPLEX"	"Homo sapiens"	"140"	"195"	"9606"	"False"
"CHEMBL2095181"	"Opioid receptors; mu/kappa/delta"	"P41145|P41143|P35372"	"PROTEIN FAMILY"	"Homo sapiens"	"285"	"568"	"9606"	"False"
"CHEMBL3911"	"Leukotriene B4 receptor 1"	"Q15722"	"SINGLE PROTEIN"	"Homo sapiens"	"642"	"1084"	"9606"	"False"
"CHEMBL4523925"	"G-protein coupled receptor family C group 5 member D"	"Q9NZD1"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL5857"	"Trace amine-associated receptor 1"	"Q96RJ0"	"SINGLE PROTEIN"	"Homo sapiens"	"715"	"1397"	"9606"	"False"
"CHEMBL1293316"	"Relaxin receptor 1"	"Q9HBX9"	"SINGLE PROTEIN"	"Homo sapiens"	"5219"	"6345"	"9606"	"False"
"CHEMBL2364173"	"Amylin receptor AMY2; CALCR/RAMP2"	"P30988|O60895"	"PROTEIN COMPLEX"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL234"	"Dopamine D3 receptor"	"P35462"	"SINGLE PROTEIN"	"Homo sapiens"	"9443"	"14993"	"9606"	"False"
"CHEMBL1805"	"Serotonin 1f (5-HT1f) receptor"	"P30939"	"SINGLE PROTEIN"	"Homo sapiens"	"175"	"245"	"9606"	"False"
"CHEMBL5113"	"Orexin receptor 1"	"O43613"	"SINGLE PROTEIN"	"Homo sapiens"	"4158"	"5522"	"9606"	"False"
"CHEMBL2346493"	"Frizzled-1"	"Q9UP38"	"SINGLE PROTEIN"	"Homo sapiens"	"60"	"143"	"9606"	"False"
"CHEMBL1983"	"Serotonin 1d (5-HT1d) receptor"	"P28221"	"SINGLE PROTEIN"	"Homo sapiens"	"2095"	"3130"	"9606"	"False"
"CHEMBL2094251"	"Adrenergic receptor alpha-1"	"P35348|P25100|P35368"	"PROTEIN FAMILY"	"Homo sapiens"	"792"	"963"	"9606"	"False"
"CHEMBL3785"	"Hydroxycarboxylic acid receptor 2"	"Q8TDS4"	"SINGLE PROTEIN"	"Homo sapiens"	"1013"	"1909"	"9606"	"False"
"CHEMBL4561"	"Neuropeptide Y receptor type 5"	"Q15761"	"SINGLE PROTEIN"	"Homo sapiens"	"1485"	"1875"	"9606"	"False"
"CHEMBL2094257"	"Adenosine A2 receptor"	"P29275|P29274"	"PROTEIN FAMILY"	"Homo sapiens"	"870"	"1064"	"9606"	"False"
"CHEMBL2888"	"Metabotropic glutamate receptor 3"	"Q14832"	"SINGLE PROTEIN"	"Homo sapiens"	"328"	"736"	"9606"	"False"
"CHEMBL4422"	"Free fatty acid receptor 1"	"O14842"	"SINGLE PROTEIN"	"Homo sapiens"	"2455"	"4942"	"9606"	"False"
"CHEMBL1921"	"Vasopressin V1b receptor"	"P47901"	"SINGLE PROTEIN"	"Homo sapiens"	"1077"	"1330"	"9606"	"False"
"CHEMBL4383"	"Gastric inhibitory polypeptide receptor"	"P48546"	"SINGLE PROTEIN"	"Homo sapiens"	"506"	"543"	"9606"	"False"
"CHEMBL218"	"Cannabinoid CB1 receptor"	"P21554"	"SINGLE PROTEIN"	"Homo sapiens"	"11347"	"21214"	"9606"	"False"
"CHEMBL2414"	"C-C chemokine receptor type 4"	"P51679"	"SINGLE PROTEIN"	"Homo sapiens"	"1542"	"2820"	"9606"	"False"
"CHEMBL2203"	"Motilin receptor"	"O43193"	"SINGLE PROTEIN"	"Homo sapiens"	"1538"	"1729"	"9606"	"False"
"CHEMBL4398"	"Purinergic receptor P2Y2"	"P41231"	"SINGLE PROTEIN"	"Homo sapiens"	"635"	"1110"	"9606"	"False"
"CHEMBL2024"	"Follicle stimulating hormone receptor"	"P23945"	"SINGLE PROTEIN"	"Homo sapiens"	"153"	"234"	"9606"	"False"
"CHEMBL3155"	"Serotonin 7 (5-HT7) receptor"	"P34969"	"SINGLE PROTEIN"	"Homo sapiens"	"4079"	"5835"	"9606"	"False"
"CHEMBL1875"	"Serotonin 4 (5-HT4) receptor"	"Q13639"	"SINGLE PROTEIN"	"Homo sapiens"	"1033"	"2077"	"9606"	"False"
"CHEMBL2001"	"Purinergic receptor P2Y12"	"Q9H244"	"SINGLE PROTEIN"	"Homo sapiens"	"1386"	"2370"	"9606"	"False"
"CHEMBL4691"	"Proteinase activated receptor 4"	"Q96RI0"	"SINGLE PROTEIN"	"Homo sapiens"	"1035"	"1491"	"9606"	"False"
"CHEMBL2095203"	"Adrenergic receptor alpha"	"P35348|P08913|P18825|P25100|P35368|P18089"	"PROTEIN FAMILY"	"Homo sapiens"	"103"	"139"	"9606"	"False"
"CHEMBL274"	"C-C chemokine receptor type 5"	"P51681"	"SINGLE PROTEIN"	"Homo sapiens"	"3405"	"5649"	"9606"	"False"
"CHEMBL2095158"	"Adrenergic receptor alpha-2"	"P08913|P18825|P18089"	"PROTEIN FAMILY"	"Homo sapiens"	"491"	"812"	"9606"	"False"
"CHEMBL5071"	"G protein-coupled receptor 44"	"Q9Y5Y4"	"SINGLE PROTEIN"	"Homo sapiens"	"2943"	"4688"	"9606"	"False"
"CHEMBL5971"	"Smoothened homolog"	"Q99835"	"SINGLE PROTEIN"	"Homo sapiens"	"955"	"1404"	"9606"	"False"
"CHEMBL256"	"Adenosine A3 receptor"	"P0DMS8"	"SINGLE PROTEIN"	"Homo sapiens"	"10033"	"16113"	"9606"	"False"
"CHEMBL3473"	"C-C chemokine receptor type 3"	"P51677"	"SINGLE PROTEIN"	"Homo sapiens"	"1370"	"1666"	"9606"	"False"
"CHEMBL2095219"	"Muscarinic acetylcholine receptors; M1 & M2"	"P11229|P08172"	"SELECTIVITY GROUP"	"Homo sapiens"	"392"	"498"	"9606"	"False"
"CHEMBL5038"	"Melanin-concentrating hormone receptor 2"	"Q969V1"	"SINGLE PROTEIN"	"Homo sapiens"	"295"	"304"	"9606"	"False"
"CHEMBL5409"	"G-protein coupled bile acid receptor 1"	"Q8TDU6"	"SINGLE PROTEIN"	"Homo sapiens"	"1163"	"2086"	"9606"	"False"
"CHEMBL4429"	"Neurokinin 3 receptor"	"P29371"	"SINGLE PROTEIN"	"Homo sapiens"	"1124"	"1698"	"9606"	"False"
"CHEMBL252"	"Endothelin receptor ET-A"	"P25101"	"SINGLE PROTEIN"	"Homo sapiens"	"3391"	"5051"	"9606"	"False"
"CHEMBL1901"	"Cholecystokinin A receptor"	"P32238"	"SINGLE PROTEIN"	"Homo sapiens"	"2403"	"4494"	"9606"	"False"
"CHEMBL2096905"	"Dopamine receptor"	"P14416|P35462|P21918|P21917|P21728"	"PROTEIN FAMILY"	"Homo sapiens"	"99"	"117"	"9606"	"False"
"CHEMBL4644"	"Melanocortin receptor 3"	"P41968"	"SINGLE PROTEIN"	"Homo sapiens"	"2947"	"5729"	"9606"	"False"
"CHEMBL3559686"	"Frizzled-2"	"Q14332"	"SINGLE PROTEIN"	"Homo sapiens"	"25"	"110"	"9606"	"False"
"CHEMBL2327"	"Neurokinin 2 receptor"	"P21452"	"SINGLE PROTEIN"	"Homo sapiens"	"2193"	"3352"	"9606"	"False"
"CHEMBL236"	"Delta opioid receptor"	"P41143"	"SINGLE PROTEIN"	"Homo sapiens"	"9188"	"15513"	"9606"	"False"
"CHEMBL1965"	"Melanocortin receptor 2"	"Q01718"	"SINGLE PROTEIN"	"Homo sapiens"	"64"	"112"	"9606"	"False"
"CHEMBL2331074"	"Adrenergic receptor"	"P35348|P08913|P08588|P07550|P18825|P25100|P35368|P18089|P13945"	"PROTEIN FAMILY"	"Homo sapiens"	"4"	"7"	"9606"	"False"
"CHEMBL224"	"Serotonin 2a (5-HT2a) receptor"	"P28223"	"SINGLE PROTEIN"	"Homo sapiens"	"9084"	"15395"	"9606"	"False"
"CHEMBL1811"	"Prostanoid EP1 receptor"	"P34995"	"SINGLE PROTEIN"	"Homo sapiens"	"1324"	"1703"	"9606"	"False"
"CHEMBL2111190"	"Amylin receptor AMY3; CALCR/RAMP3"	"P30988|O60896"	"PROTEIN COMPLEX"	"Homo sapiens"	"144"	"370"	"9606"	"False"
"CHEMBL1925"	"Secretin receptor"	"P47872"	"SINGLE PROTEIN"	"Homo sapiens"	"14"	"36"	"9606"	"False"
"CHEMBL1995"	"Prostanoid IP receptor"	"P43119"	"SINGLE PROTEIN"	"Homo sapiens"	"950"	"1282"	"9606"	"False"
"CHEMBL229"	"Alpha-1a adrenergic receptor"	"P35348"	"SINGLE PROTEIN"	"Homo sapiens"	"4818"	"8623"	"9606"	"False"
